Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A701680,Bruno,05/03/15,11:28AM,4612 Turnstone in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair,Brown
A663856,Sancha,05/03/15,11:35AM,E Oltorf Blvd And Ih35 in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Brown
A701684,Roxy,05/03/15,11:47AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Chow Chow Mix,Red/Black
A701681,,05/03/15,11:48AM,6900 Trendal Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby
A701682,,05/03/15,11:48AM,6900 Trendal Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Calico
A630671,Tank,05/03/15,11:59AM,6711 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A701686,Woofie,05/03/15,12:02PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Black/Brown
A701688,*Lily,05/03/15,12:03PM,1401 Brighton Cir in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Siamese Mix,Lynx Point
A701690,Ozzy,05/03/15,1:01PM,Bail Ln And St Croix Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black/White
A701694,Charlie,05/03/15,1:12PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,Tricolor
A701693,,05/03/15,1:20PM,Riverside in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A701691,Shadow,05/03/15,1:33PM,528 S Meadowlark St in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Golden Retriever Mix,Red
A701695,,05/03/15,1:37PM,1102 Fiesta in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Chocolate/White
A701697,Kristoff,05/03/15,1:50PM,805 Nile Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A701698,*Blue Belle,05/03/15,1:57PM,5400 Jimmy Clay Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Blue Lacy Mix,Blue/White
A692835,Dana,05/03/15,2:01PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Beagle Mix,Black Brindle/White
A701700,,05/03/15,2:16PM,2807 Collins Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico
A701699,Fat Louie,05/03/15,2:17PM,2536 Sol Wilson in Austin (TX),Stray,Injured,Cat,Neutered Male,14 years,Domestic Longhair Mix,Black/White
A701701,Cooper,05/03/15,2:40PM,Pflugerville (TX),Owner Surrender,Injured,Dog,Intact Male,4 months,Miniature Poodle/Cocker Spaniel,Gold
A701640,Aphrodite,05/03/15,2:43PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White
A701702,*Patches,05/03/15,3:00PM,710 E Ben White Blvd (Walmart Parking Lot) in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Tortie
A701703,*Tulip,05/03/15,3:15PM,508 E Howard Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A695169,Peaches,05/03/15,3:30PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan
A701707,,05/03/15,3:37PM,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701708,,05/03/15,3:37PM,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701705,,05/03/15,3:37PM,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701706,,05/03/15,3:37PM,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701704,,05/03/15,3:37PM,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701710,,05/03/15,3:52PM,Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Calico
A701713,,05/03/15,3:52PM,Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White/Brown Tabby
A701712,,05/03/15,3:52PM,Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A701714,,05/03/15,3:52PM,Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White/Brown Tabby
A701711,,05/03/15,3:52PM,Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A701709,Skyler,05/03/15,3:56PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A701716,,05/03/15,4:10PM,7104 Berkman Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A701715,,05/03/15,4:10PM,7104 Berkman Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A701717,,05/03/15,4:10PM,7104 Berkman Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A701718,Hades,05/03/15,4:26PM,Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull/Black Mouth Cur,Tan
A701719,Lala,05/03/15,4:38PM,1830 Simond Ave in Austin (TX),Public Assist,Normal,Dog,Intact Female,7 months,Chihuahua Shorthair Mix,Tan/White
A701720,,05/03/15,4:38PM,Far West And Wood Hollow in Austin (TX),Stray,Normal,Other,Unknown,5 months,Rabbit Sh Mix,Fawn/White
A699725,Max,05/03/15,4:44PM,Jonestown (TX),Owner Surrender,Normal,Dog,Neutered Male,5 months,Jack Russell Terrier,White/Tan
A701723,,05/03/15,5:26PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Tortie
A701725,,05/03/15,6:15PM,525 N. Lamar in Austin (TX),Stray,Normal,Bird,Unknown,5 months,Chicken,Black
A701727,Kingston,05/03/15,8:47PM,Southwest Pkwy & Boston Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Black/White
A701729,*Wiggles,05/04/15,8:05AM,Old Bee Caves Rd & Travis Cook Rd in Austin (TX),Stray,Sick,Dog,Intact Female,7 months,Chihuahua Shorthair/Cairn Terrier,Tan/White
A667177,Tigre,05/04/15,8:23AM,2500 Valley Walk in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Brown Brindle/White
A667178,Belle,05/04/15,8:23AM,2500 Valley Walk in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A701734,Makita,05/04/15,10:14AM,2015 Cedar Bend Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A701733,Mack,05/04/15,10:14AM,2015 Cedar Bend Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A701737,,05/04/15,10:44AM,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A701736,,05/04/15,10:44AM,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A701739,,05/04/15,10:44AM,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A701738,,05/04/15,10:44AM,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A701745,*Percy,05/04/15,10:45AM,Barton Springs Rd And W Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Black/Tan
A701742,Boots,05/04/15,10:51AM,Watchful Fox Dr And Fairchild Dr in Austin (TX),Stray,Aged,Dog,Intact Male,12 years,Chihuahua Longhair Mix,Tan
A701740,,05/04/15,10:56AM,740 Simonetti Drive in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,White/Black
A701741,,05/04/15,11:05AM,1612 Astor Place in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby/White
A701728,Chico,05/04/15,11:13AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A701744,Blaze,05/04/15,11:16AM,1070 Mearns Meadow in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
A701746,Calvin,05/04/15,11:29AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby
A696957,*Alexander,05/04/15,11:32AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Staffordshire Mix,Tan/White
A701747,Sheba,05/04/15,11:45AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby
A701748,*Loki,05/04/15,11:45AM,1703 S 1St St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese Mix,Seal Point
A701749,,05/04/15,11:51AM,3686 Lost Creek Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Skunk Mix,Black/White
A701750,Kiara,05/04/15,11:55AM,Rundberg/Ih-35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A701751,Stark,05/04/15,11:55AM,N Interstate 35 Frontage Rd & E Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A701755,Finn,05/04/15,11:57AM,Fm 222 & Mcneil Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Miniature Pinscher/Chihuahua Shorthair,Tricolor
A701752,*Ritzy,05/04/15,12:00PM,2623 A Alcott Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A701753,*Mitzy,05/04/15,12:00PM,2623 A Alcott Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White
A700550,Anchor,05/04/15,12:08PM,1200 West St. Elmo in Austin (TX),Stray,Normal,Dog,Neutered Male,2 months,Labrador Retriever/Plott Hound,Black/White
A700376,Luna,05/04/15,12:11PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,German Shepherd Mix,Black
A555113,Roper,05/04/15,12:28PM,1100 West 49Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Border Collie Mix,Black/White
A670656,Mischief,05/04/15,12:29PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue Tabby/White
A690413,*Pepper,05/04/15,12:29PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A701756,Honey,05/04/15,12:35PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Jack Russell Terrier/Chihuahua Shorthair,Tan
A701757,Alliah,05/04/15,12:56PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White
A701761,,05/04/15,12:56PM,Peterson Rd And Hokanson Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,9 months,Great Pyrenees Mix,White
A701758,Zeus,05/04/15,12:56PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Catahoula/American Bulldog,White/Brown
A701759,,05/04/15,1:09PM,9400 Neenah Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A701762,,05/04/15,1:29PM,Cameron Road & East 52Nd Street in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Miniature Poodle/Maltese,Cream
A701763,*Sammy,05/04/15,1:36PM,Monarch Ln And Bitterwood Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,White/Tan
A701764,Constable,05/04/15,1:44PM,9400 N Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Labrador Retriever/Border Collie,Black/White
A701513,Gelato,05/04/15,1:46PM,1604 E 11Th in Austin (TX),Stray,Feral,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black/White
A701766,,05/04/15,2:11PM,12554 Riata Vista Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A701765,Angel,05/04/15,2:12PM,W Oltorf St & S 5Th St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,White
A701767,,05/04/15,2:47PM,1600 Wickersham in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Siamese,Flame Point
A701769,Popcorn,05/04/15,2:47PM,1600 Wickersham in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby
A701768,Ajax,05/04/15,2:47PM,1600 Wickersham in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Siamese,Flame Point
A701770,,05/04/15,2:53PM,301 W. Slaughter in Austin (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A701771,*Stella,05/04/15,3:03PM,Tech Ridge Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Siamese/Domestic Shorthair,Lynx Point
A701772,Dimond,05/04/15,3:20PM,6104 Jfk Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Black/White
A701773,*Sparkle,05/04/15,3:20PM,6104 Jfk Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair,Black/White
A701774,*Clive,05/04/15,3:44PM,204 Beaver in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A701776,Lucy,05/04/15,4:10PM,5836 Pinon Vista in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pomeranian,Buff
A701777,*Roscoe,05/04/15,4:11PM,Royal Crest Dr And E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Shepherd Mix,White
A664058,Bubba,05/04/15,4:24PM,6705 Campina Xing in Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
A701778,Macho,05/04/15,4:32PM,2713 East 3Rd Street in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,4 years,Pit Bull Mix,Brown
A701779,*Graham,05/04/15,4:47PM,6104 Deridder Ct in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby
A701782,*Trudy,05/04/15,4:56PM,9222 Burklund Farm Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A701783,*Felicity,05/04/15,4:56PM,9222 Burklund Farm Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Brown Tabby/White
A701780,Lacey,05/04/15,4:56PM,2808 Webberville Road in Austin (TX),Public Assist,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A701781,,05/04/15,4:56PM,2808 Webberville Road in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A701784,Bailey,05/04/15,5:11PM,E Stassney Ln And Dove Springs Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix,Brown Brindle/White
A700870,*Inez,05/04/15,5:19PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 years,Domestic Shorthair Mix,Tortie
A701793,,05/04/15,6:02PM,2513 Euclid Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point/White
A701791,*Arwen,05/04/15,6:02PM,2513 Euclid Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair Mix,Brown Tabby/White
A701792,,05/04/15,6:02PM,2513 Euclid Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A701794,*Bilby,05/04/15,6:02PM,2513 Euclid Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Snowshoe Mix,Seal Point/White
A701795,Butch,05/04/15,6:11PM,6412 Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Black/White
A701796,Booker,05/04/15,6:11PM,6412 Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Black/White
A701797,Emerald,05/04/15,6:18PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black
A701800,,05/04/15,6:19PM,1500 Mossycup Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese,Lynx Point/White
A701798,,05/04/15,6:19PM,1500 Mossycup Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A701799,,05/04/15,6:19PM,1500 Mossycup Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A701801,*Boo,05/04/15,6:25PM,100 W North Loop Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A701802,*Mr. Puff,05/04/15,6:55PM,Hill Wood/Emerald Forest in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle Mix,White
A701731,Buster,05/04/15,7:02PM,Austin (TX),Owner Surrender,Aged,Dog,Intact Male,8 years,Labrador Retriever Mix,Black
A701804,,05/04/15,7:04PM,10707 Ih35 North in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A701803,,05/04/15,7:04PM,10707 Ih35 North in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A699262,Estrella,05/04/15,9:13PM,4501 E. St Elmo in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Staffordshire Mix,White/Black
A618412,Little Bit,05/05/15,7:06AM,S 2Nd / Philco in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown
A701811,,05/05/15,7:29AM,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby
A701809,,05/05/15,7:29AM,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A701810,,05/05/15,7:29AM,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby
A701808,,05/05/15,7:29AM,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby
A701813,Papa,05/05/15,7:59AM,923 E 51St St in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black
A701818,,05/05/15,9:18AM,502 Sheraton in Austin (TX),Wildlife,Injured,Other,Unknown,1 month,Opossum Mix,White/Gray
A701822,Pumpkin Head,05/05/15,9:44AM,5304 Brookdale Ln in Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A701827,Coco,05/05/15,10:49AM,12808 James Madison in Travis (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Chocolate/White
A701829,Faith,05/05/15,11:01AM,Manor (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A701834,,05/05/15,11:09AM,1148 Miss Kimberly'S Ln in Pflugerville (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A701836,,05/05/15,11:09AM,1148 Miss Kimberly'S Ln in Pflugerville (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A701837,,05/05/15,11:09AM,1148 Miss Kimberly'S Ln in Pflugerville (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A701835,,05/05/15,11:09AM,1148 Miss Kimberly'S Ln in Pflugerville (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Black
A701832,*Elsie,05/05/15,11:22AM,Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,White/Blue
A701831,*Bessy,05/05/15,11:22AM,6017 Abilene in Austin (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White
A701833,*Ethel,05/05/15,11:22AM,Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,White/Black
A697837,Cassanova,05/05/15,11:58AM,1156 W Cesar Chavez in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate
A701839,*Pearl,05/05/15,12:02PM,2417 W. Ben White in Austin (TX),Stray,Injured,Cat,Intact Female,8 months,Domestic Shorthair Mix,White/Black
A701845,,05/05/15,12:25PM,3308 Thompson St in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A701846,Miss Fish,05/05/15,12:32PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Labrador Retriever Mix,White/Black
A699149,Goliath,05/05/15,12:54PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White/Blue Tabby
A699147,Andre,05/05/15,12:54PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A701851,,05/05/15,1:26PM,15208 Fm 969 in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A701855,,05/05/15,1:43PM,Airport Blvd And Montopolis Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Brown Brindle
A701856,*Pepper,05/05/15,2:04PM,10015 Lake Creek Pkwy in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,Black/White
A701858,Peaches,05/05/15,2:13PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Brown
A701857,Rita,05/05/15,2:13PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,10 years,German Shepherd Mix,Brown/Black
A701861,Mumu,05/05/15,2:31PM,1314 Rosewood Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rat Terrier Mix,Tricolor
A701859,*Rosie,05/05/15,2:33PM,88 Congress Ave in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A599639,Zeus,05/05/15,2:37PM,17928 Violet Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Doberman Pinsch Mix,Red/Tan
A669096,Chicharin,05/05/15,2:40PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/Tan
A701863,,05/05/15,2:53PM,1633 Royal Crest in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A701869,,05/05/15,2:55PM,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 days,Opossum,Gray
A701868,,05/05/15,2:55PM,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 days,Opossum,Gray
A701866,,05/05/15,2:55PM,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 days,Opossum,Gray
A701864,,05/05/15,2:55PM,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Intact Female,1 year,Opossum,Gray
A701867,,05/05/15,2:55PM,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 days,Opossum,Gray
A701871,,05/05/15,3:10PM,1100 E 3Rd St in Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Chicken,Yellow/White
A701872,Angie,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,12 years,Chihuahua Shorthair Mix,Tan
A701881,Boots,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A701884,Midnight,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A701886,Sunshine,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A701889,Violet,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A701873,Chiquita,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan
A701887,Nemo,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A701890,Pooh Bear,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A701880,Peaches,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Cream Tabby/White
A701882,Bubbles,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A701885,Jax,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A701888,Tiger,05/05/15,3:32PM,2308 Perry Ave #106 in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A701874,,05/05/15,3:44PM,2621 Alcott Ln in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A701875,,05/05/15,3:44PM,2621 Alcott Ln in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Tortie
A701878,Barbie,05/05/15,4:20PM,12117 Manchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/Brown
A701879,Puma,05/05/15,4:20PM,12117 Manchaca in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A632028,Daisy,05/05/15,5:55PM,Larch Terrace And Palm Cir in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Great Pyrenees Mix,White
A685487,*Dexter,05/05/15,6:16PM,13319 Crane Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Akita/Australian Cattle Dog,Brown Brindle
